DEB [20181124-12:45:16.691] thr=1   paramiko.transport: starting thread (client mode): 0x739b128
DEB [20181124-12:48:03.459] thr=3   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:03.459] thr=3   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:03.459] thr=3   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:03.459] thr=3   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:03.460] thr=3   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:03.460] thr=3   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:03.548] thr=3   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:03.549] thr=3   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:03.551] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:03.676] thr=3   paramiko.transport: userauth is OK
INF [20181124-12:48:03.965] thr=3   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:04.003] thr=3   paramiko.transport: userauth is OK
DEB [20181124-12:48:04.064] thr=3   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:04.064] thr=3   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:06.584] thr=4   paramiko.transport: starting thread (client mode): 0xcfc6550
DEB [20181124-12:48:06.584] thr=4   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:06.625] thr=4   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:06.625] thr=4   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:06.665] thr=4   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:06.741] thr=4   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:06.742] thr=4   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:06.744] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:06.868] thr=4   paramiko.transport: userauth is OK
INF [20181124-12:48:06.918] thr=4   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:06.971] thr=4   paramiko.transport: userauth is OK
DEB [20181124-12:48:07.009] thr=4   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:07.009] thr=4   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:09.148] thr=5   paramiko.transport: starting thread (client mode): 0xcfc6cf8
DEB [20181124-12:48:09.148] thr=5   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:09.192] thr=5   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:09.192] thr=5   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:09.228] thr=5   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:09.228] thr=5   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:09.229] thr=5   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:09.229] thr=5   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:09.229] thr=5   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:09.229] thr=5   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:09.310] thr=5   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:09.311] thr=5   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:09.313] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:09.448] thr=5   paramiko.transport: userauth is OK
INF [20181124-12:48:09.493] thr=5   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:09.531] thr=5   paramiko.transport: userauth is OK
DEB [20181124-12:48:09.569] thr=5   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:09.569] thr=5   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:11.384] thr=6   paramiko.transport: starting thread (client mode): 0xcfd0630
DEB [20181124-12:48:11.384] thr=6   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:11.438] thr=6   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:11.438] thr=6   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:11.479] thr=6   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:11.480] thr=6   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:11.480] thr=6   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:11.480] thr=6   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:11.480] thr=6   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:11.480] thr=6   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:11.574] thr=6   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:11.575] thr=6   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:11.577] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:11.685] thr=6   paramiko.transport: userauth is OK
INF [20181124-12:48:11.794] thr=6   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:11.843] thr=6   paramiko.transport: userauth is OK
DEB [20181124-12:48:11.886] thr=6   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:11.887] thr=6   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:13.677] thr=7   paramiko.transport: starting thread (client mode): 0xcfd0f28
DEB [20181124-12:48:13.677] thr=7   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:13.722] thr=7   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:13.722] thr=7   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:13.758] thr=7   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:13.759] thr=7   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:13.759] thr=7   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:13.759] thr=7   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:13.759] thr=7   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:13.759] thr=7   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:13.842] thr=7   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:13.843] thr=7   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:13.845] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
DEB [20181124-12:48:13.956] thr=7   paramiko.transport: userauth is OK
INF [20181124-12:48:14.000] thr=7   paramiko.transport: Authentication (publickey) failed.
DEB [20181124-12:48:14.039] thr=7   paramiko.transport: userauth is OK
DEB [20181124-12:48:14.076] thr=7   paramiko.transport: Authentication type (password) not permitted.
DEB [20181124-12:48:14.076] thr=7   paramiko.transport: Allowed methods: ['publickey']
DEB [20181124-12:48:15.847] thr=8   paramiko.transport: starting thread (client mode): 0xcfd6940
DEB [20181124-12:48:15.847] thr=8   paramiko.transport: Local version/idstring: SSH-2.0-paramiko_2.4.2
DEB [20181124-12:48:15.888] thr=8   paramiko.transport: Remote version/idstring: SSH-2.0-OpenSSH_7.2p2 Ubuntu-4ubuntu2.6
INF [20181124-12:48:15.889] thr=8   paramiko.transport: Connected (version 2.0, client OpenSSH_7.2p2)
DEB [20181124-12:48:15.930] thr=8   paramiko.transport: kex algos:['curve25519-sha256@libssh.org', 'ecdh-sha2-nistp256', 'ecdh-sha2-nistp384', 'ecdh-sha2-nistp521', 'diffie-hellman-group-exchange-sha256', 'diffie-hellman-group14-sha1'] server key:['ssh-rsa', 'rsa-sha2-512', 'rsa-sha2-256', 'ecdsa-sha2-nistp256', 'ssh-ed25519'] client encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] server encrypt:['chacha20-poly1305@openssh.com', 'aes128-ctr', 'aes192-ctr', 'aes256-ctr', 'aes128-gcm@openssh.com', 'aes256-gcm@openssh.com'] client mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] server mac:['umac-64-etm@openssh.com', 'umac-128-etm@openssh.com', 'hmac-sha2-256-etm@openssh.com', 'hmac-sha2-512-etm@openssh.com', 'hmac-sha1-etm@openssh.com', 'umac-64@openssh.com', 'umac-128@openssh.com', 'hmac-sha2-256', 'hmac-sha2-512', 'hmac-sha1'] client compress:['none', 'zlib@openssh.com'] server compress:['none', 'zlib@openssh.com'] client lang:[''] server lang:[''] kex follows?False
DEB [20181124-12:48:15.931] thr=8   paramiko.transport: Kex agreed: ecdh-sha2-nistp256
DEB [20181124-12:48:15.931] thr=8   paramiko.transport: HostKey agreed: ssh-ed25519
DEB [20181124-12:48:15.931] thr=8   paramiko.transport: Cipher agreed: aes128-ctr
DEB [20181124-12:48:15.931] thr=8   paramiko.transport: MAC agreed: hmac-sha2-256
DEB [20181124-12:48:15.931] thr=8   paramiko.transport: Compression agreed: none
DEB [20181124-12:48:16.017] thr=8   paramiko.transport: kex engine KexNistp256 specified hash_algo <built-in function openssl_sha256>
DEB [20181124-12:48:16.018] thr=8   paramiko.transport: Switch to new keys ...
DEB [20181124-12:48:16.020] thr=2   paramiko.transport: Trying discovered key b'3784490e13095569022bc87a3919f4df' in /Users/chaz/.ssh/id_rsa
